,Region,Surface area,Population in thousands,Population density,Sex ratio,GDP: Gross domestic product,GDP growth rate,GDP per capita,Economy: Agriculture,Economy: Industry,Economy: Services and other activity,Employment: Agriculture,Employment: Industry,Employment: Services,Unemployment,Agricultural production index,Food production index,International trade: Exports,International trade: Imports,International trade: Balance,"Balance of payments, current account",Population growth rate,Urban population,Urban population growth rate,"Fertility rate, total",Refugees and others of concern to UNHCR,Infant mortality rate (per 1000 live births,Health: Total expenditure,Health: Physicians,Education: Government expenditure,Seats held by women in national parliaments %,Mobile-cellular subscriptions,Mobile-cellular subscriptions .1,Individuals using the Internet,Threatened species,Forested area,CO2 emission estimates,"Energy production, primary",Energy supply per capita,Pop. using improved sanitation facilities,Female labour participation,Male labour participation,Life Expectancy Female,Life Expectancy Male,Population Age 0-14,Population Age 60+,Primary Enrolment Female,Primary Enrolment Male,Secondary Enrolment Female,Secondary Enrolment Male,Tertiary Enrolment Female,Tertiary Enrolment Male,Improved Drinking Water Urban,Improved Drinking Water Rural
0,17,652864.0,35530,54.4,106.3,20270,-2.4,623.2,23.3,23.3,53.3,61.6,10.0,28.5,8.6,125,125,1458.0,3568.0,-2110.0,-5121.0,3.2,26.7,4.0,5.3,1513.1,68.6,8.2,0.3,3.3,27.7,61.6,8.3,42,2.1,0.3,63,5,78.2,21.43,19.3,83.6,63.5,61.0,43.2,4.1,91.1,131.6,39.7,70.7,3.7,13.3,45.1,27.0
1,18,28748.0,2930,106.9,101.9,11541,2.6,3984.2,22.4,26.0,51.7,41.4,18.3,40.3,15.8,134,134,1962.0,4669.0,-2707.0,-1222.0,-0.1,57.4,2.2,1.7,8.8,14.6,5.9,1.3,3.5,22.9,106.4,63.3,130,28.2,2.0,84,36,94.9,2.96,40.2,61.0,79.9,75.6,17.4,19.0,111.7,115.5,92.5,98.8,68.1,48.7,95.5,90.2
2,9,2381741.0,41318,17.3,102.0,164779,3.8,4154.1,12.2,37.3,50.5,10.8,34.5,54.7,11.4,160,161,29992.0,47091.0,-17099.0,-27229.0,2.0,70.7,2.8,3.0,99.8,27.7,7.2,0.0,0.0,31.6,113.0,38.2,135,0.8,3.7,5900,55,84.3,0.05,17.0,70.7,76.5,74.1,29.3,9.4,112.7,119.5,101.7,98.1,45.1,28.9,89.8,82.2
3,18,468.0,77,163.8,102.3,2812,0.8,39896.4,0.5,10.8,88.6,-99.0,-99.0,-99.0,-99.0,-99,-99,100.0,1355.0,-1255.0,-99.0,-1.6,85.1,0.1,1.2,-99.0,-99.0,8.1,3.7,3.3,32.1,88.1,96.9,13,34.0,6.4,1,119,100.0,-99.0,-99.0,0.0,-99.0,0.0,14.4,19.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,100.0,100.0
4,8,1246700.0,29784,23.9,96.2,117955,3.0,4714.1,6.8,51.2,42.0,4.2,37.6,58.2,6.6,175,176,21011.0,8790.0,12221.0,-10273.0,3.5,44.1,5.0,6.0,45.7,65.4,3.3,0.0,0.0,38.2,60.8,12.4,146,46.5,1.4,3902,25,75.4,0.42,59.8,77.1,63.0,57.4,46.8,4.0,100.4,156.9,22.7,35.1,8.2,10.4,88.6,22.5
5,0,91.0,15,165.7,97.6,320,2.9,21879.6,2.3,15.7,82.0,0.0,0.0,0.0,0.0,-99,-99,2.0,154.0,-153.0,-48.0,1.2,100.0,1.2,0.0,0.0,-99.0,-99.0,-99.0,0.0,-99.0,177.9,76.0,52,61.1,9.8,0,136,94.6,-99.0,0.0,0.0,0.0,0.0,23.3,7.6,-99.0,0.0,-99.0,0.0,-99.0,0.0,97.9,0.0
6,15,2780400.0,44271,16.2,95.9,632343,2.4,14564.5,6.0,27.8,66.2,2.0,24.8,73.1,6.5,119,119,57733.0,55610.0,2124.0,-15944.0,1.0,91.8,1.0,2.3,5.0,13.7,4.8,3.8,5.3,38.9,143.9,69.4,256,10.0,4.7,3167,85,99.0,0.01,48.6,74.4,79.8,72.2,24.9,15.4,109.8,110.2,110.3,103.4,102.9,63.5,96.2,98.3
7,20,29743.0,2930,102.9,88.8,10529,3.0,3489.1,19.0,28.3,52.8,35.0,15.7,49.3,16.6,135,135,1776.0,3230.0,-1455.0,-279.0,0.3,62.7,-0.1,1.6,19.3,13.2,4.5,2.8,2.8,9.9,115.2,58.2,114,11.7,1.8,48,46,100.0,3.17,55.3,74.2,77.0,70.6,20.0,16.9,98.5,98.5,89.0,88.1,46.9,41.6,96.2,78.2
8,0,180.0,105,584.8,90.4,2702,0.1,26005.4,0.5,15.4,84.1,0.6,14.0,85.1,0.0,-99,-99,95.0,1117.0,-1022.0,96.0,0.5,41.5,-0.3,1.8,0.0,14.8,-99.0,-99.0,6.2,-99.0,135.7,88.7,32,2.3,8.4,1,120,98.1,-99.0,58.8,69.6,77.8,72.9,17.9,19.7,115.4,119.1,112.1,110.3,21.4,9.4,97.7,97.7
9,12,7692060.0,24451,3.2,99.3,1230859,2.4,51352.2,2.5,26.5,71.1,2.7,21.2,76.1,5.5,111,111,189630.0,189406.0,224.0,-57746.0,1.5,89.4,1.5,1.9,58.2,3.9,9.4,3.4,5.2,28.7,132.8,84.6,948,16.2,15.3,15282,222,100.0,-99.0,58.4,70.7,84.4,80.2,19.0,21.0,102.1,102.3,133.6,141.3,106.3,75.4,100.0,100.0
10,21,83871.0,8736,106.0,96.2,376967,1.0,44117.7,1.3,28.3,70.4,4.7,25.6,69.7,6.2,108,108,145503.0,149299.0,-3795.0,7020.0,0.6,66.0,0.4,1.4,166.4,3.3,11.2,5.2,5.5,30.6,157.4,83.9,118,46.9,6.9,505,158,100.0,-99.0,54.6,65.8,83.5,78.4,14.1,25.1,102.2,103.7,97.6,102.4,89.2,74.3,100.0,100.0
11,20,86600.0,9828,118.9,99.3,53049,0.7,5438.7,6.7,49.9,43.4,36.7,14.2,49.1,5.2,131,136,9143.0,8532.0,611.0,-222.0,1.3,54.6,1.6,2.1,623.3,31.4,6.0,3.4,2.6,16.8,111.3,77.0,97,13.5,3.9,2459,61,94.7,0.14,62.0,68.8,74.6,68.6,23.3,10.1,105.6,107.4,-99.0,0.0,27.5,23.6,91.6,86.6
12,0,13940.0,395,39.5,95.9,8854,-1.7,22817.2,1.6,12.7,85.7,3.9,14.2,81.9,14.7,132,132,365.0,2904.0,-2539.0,-1409.0,1.4,82.9,1.5,1.8,0.1,9.1,7.7,0.0,0.0,13.2,80.3,78.0,86,51.4,6.3,0,90,98.4,-99.0,69.4,79.1,78.1,72.0,20.5,13.5,0.0,0.0,0.0,0.0,-99.0,0.0,92.0,92.0
13,20,771.0,1493,1963.9,168.3,31126,2.9,22600.2,0.3,40.7,59.0,1.0,33.4,65.6,1.3,167,167,12892.0,14749.0,-1856.0,1124.0,2.0,88.8,1.7,2.1,0.4,6.9,5.0,0.9,2.7,7.5,185.3,93.5,36,0.8,23.0,961,413,100.0,-99.0,38.5,84.9,77.5,75.6,19.7,4.6,101.8,100.6,101.9,102.4,59.4,30.9,99.2,99.2
14,17,147570.0,164670,1265.0,101.7,194466,6.6,1207.9,15.5,28.1,56.3,40.6,19.1,40.3,4.0,141,140,36031.0,52624.0,-16593.0,2687.0,1.2,34.3,3.6,2.2,233.0,33.3,2.8,0.4,1.9,20.3,83.4,14.4,151,11.0,0.5,1438,11,86.5,1.24,43.2,81.1,72.9,69.8,28.4,7.3,125.1,116.0,67.4,59.8,11.4,15.4,57.7,62.1
15,0,431.0,286,664.5,91.9,4385,0.9,15429.4,1.7,12.1,86.2,2.8,19.3,77.9,11.3,88,88,517.0,1621.0,-1104.0,-248.0,0.3,31.5,0.1,1.8,0.0,9.6,7.5,0.0,6.6,16.7,116.5,76.1,56,14.7,4.5,2,59,99.7,0.0,61.8,70.0,77.7,72.9,19.1,21.0,94.2,93.1,110.7,107.9,90.6,40.3,96.2,96.2
16,5,207600.0,9468,46.7,87.0,54609,-3.9,5750.8,7.5,38.9,53.6,9.6,32.0,58.4,0.5,122,122,23414.0,27464.0,-4050.0,-2037.0,0.0,76.7,0.0,1.6,7.9,3.6,5.7,4.1,4.9,34.5,123.6,62.2,25,42.5,6.7,155,122,99.9,0.2,54.0,67.8,77.7,66.5,16.7,21.3,101.3,101.4,106.4,107.8,100.7,75.9,94.1,95.2
17,21,30528.0,11429,377.5,97.3,455107,1.5,40277.8,0.7,22.2,77.1,1.2,21.2,77.6,8.3,108,107,398033.0,372713.0,25321.0,1936.0,0.6,97.9,0.5,1.8,63.8,3.5,10.6,3.0,6.6,38.0,115.7,85.1,37,22.6,8.3,520,196,100.0,-99.0,48.1,58.9,83.0,78.0,17.1,24.6,104.2,104.2,177.7,156.4,85.4,65.0,99.5,99.4
18,1,22966.0,375,16.4,99.2,1721,1.2,4789.4,14.6,18.5,66.9,16.1,15.9,67.9,11.5,97,97,246.0,952.0,-706.0,-175.0,2.2,44.0,1.9,2.6,3.1,14.3,5.8,0.0,6.4,9.4,48.9,41.6,117,60.1,1.4,9,36,98.9,1.68,56.7,83.8,72.7,67.2,31.4,6.2,110.4,115.8,81.8,79.8,28.7,17.9,93.5,88.2
19,19,114763.0,11176,99.1,99.5,8476,5.2,779.1,23.2,24.9,51.9,43.2,10.2,46.6,1.0,152,158,410.0,2630.0,-2220.0,-885.0,2.8,44.0,3.7,5.2,0.8,67.7,4.6,0.1,4.4,7.2,85.6,6.8,88,38.7,0.6,96,17,85.2,5.09,70.0,73.4,61.4,58.5,42.7,5.0,123.7,134.2,46.8,66.7,8.4,22.4,35.6,7.3
20,10,53.0,61,1227.0,91.4,5853,0.4,94399.9,0.7,5.3,94.0,1.6,10.3,87.6,6.7,115,115,8.0,971.0,-963.0,817.0,-0.6,100.0,0.2,1.5,-99.0,-99.0,-99.0,-99.0,1.7,-99.0,58.0,98.3,72,20.0,9.2,1,136,-99.0,-99.0,72.6,80.0,85.1,77.5,14.8,24.9,89.4,91.3,75.5,67.7,34.1,14.7,-99.0,0.0
21,17,38394.0,808,21.2,113.1,2074,5.2,2677.1,17.2,43.9,38.8,56.6,9.7,33.7,2.4,98,98,616.0,1688.0,-1072.0,-579.0,1.6,38.6,3.7,2.2,-99.0,30.5,3.6,0.3,7.4,8.5,87.1,39.8,71,72.0,1.3,75,82,100.0,5.26,59.4,73.5,68.9,68.6,26.5,7.3,96.9,96.6,87.1,81.4,9.2,12.6,77.9,33.1
22,15,1098581.0,11052,10.2,100.2,32998,4.8,3076.8,12.6,31.0,56.5,29.5,21.1,49.4,3.8,142,143,6969.0,8374.0,-1405.0,-1854.0,1.6,68.5,2.3,3.0,0.8,42.9,6.3,0.5,7.3,53.1,92.2,45.1,231,50.8,1.9,962,32,96.7,2.38,64.1,82.6,70.2,65.3,31.6,9.5,95.7,98.5,85.7,87.1,0.0,0.0,60.8,27.5
23,0,-99.0,25,77.4,-99.0,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99,-99,-99.0,-99.0,-99.0,-99.0,3.2,74.7,2.4,-99.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,56,-99.0,13.3,0,208,-99.0,-99.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0
24,18,51209.0,3507,68.8,96.4,16251,3.1,4265.0,7.3,26.5,66.2,18.0,30.4,51.7,25.4,96,97,5327.0,9130.0,-3803.0,-923.0,-1.0,39.8,0.1,1.3,157.6,7.6,9.6,1.9,-99.0,21.4,90.2,65.1,91,42.7,5.8,252,85,99.7,2.2,34.3,57.5,78.8,73.7,14.1,23.4,-99.0,0.0,-99.0,0.0,-99.0,0.0,98.9,92.0
25,16,582000.0,2292,4.0,97.7,14391,-0.3,6360.6,2.4,33.4,64.2,25.7,14.9,59.4,18.6,110,110,7321.0,6103.0,1218.0,1120.0,1.8,57.4,1.3,2.9,2.8,35.2,5.4,0.4,0.0,9.5,169.0,27.5,28,19.3,3.2,47,44,99.2,0.46,73.6,81.6,66.1,59.8,31.4,6.4,105.8,109.4,0.0,0.0,27.7,19.2,78.5,43.1
26,15,8515767.0,209288,25.0,96.6,1772591,-3.8,8528.3,5.2,22.7,72.0,15.2,21.5,63.2,12.4,135,136,185235.0,137552.0,47683.0,-58882.0,0.9,85.7,1.2,1.8,41.1,15.8,8.3,1.9,6.0,10.7,126.6,59.1,990,59.2,2.6,10948,61,100.0,0.06,56.0,78.2,78.4,71.0,21.7,12.6,113.8,116.8,102.2,97.2,59.3,42.4,88.0,51.5
27,0,151.0,31,208.0,97.1,908,-1.1,30144.5,1.0,11.1,87.8,0.0,0.0,0.0,-99.0,103,103,0.0,444.0,-444.0,-99.0,2.0,46.2,1.8,0.0,0.0,-99.0,-99.0,-99.0,6.6,-99.0,145.8,37.6,67,24.1,6.0,0,85,0.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0,97.5,97.5
28,14,5765.0,429,81.3,106.0,12930,-0.6,30552.7,1.1,60.2,38.7,0.6,19.4,80.1,2.1,157,157,4875.0,2679.0,2197.0,2071.0,1.4,77.2,1.8,1.9,20.5,6.5,2.6,1.5,4.4,9.1,108.1,71.2,193,72.1,21.8,679,357,-99.0,-99.0,50.6,75.0,78.4,75.1,23.0,8.0,108.2,108.1,96.3,95.9,38.6,23.5,-99.0,0.0
29,5,111002.0,7085,65.3,94.6,48953,3.0,6846.8,5.1,27.6,67.2,6.5,29.4,64.1,8.1,117,119,26088.0,28875.0,-2787.0,196.0,-0.6,73.9,-0.3,1.5,33.7,8.3,8.4,4.0,4.1,19.2,129.3,56.7,104,35.1,5.9,474,103,99.6,-99.0,48.5,60.1,77.8,70.8,14.2,27.7,96.7,97.7,97.4,100.5,82.9,65.4,86.8,83.7
30,19,272967.0,19193,70.2,99.5,11065,4.1,611.1,34.5,21.8,43.7,80.0,4.9,15.1,2.9,131,134,2019.0,3699.0,-1680.0,-998.0,3.0,29.9,5.9,5.6,32.7,64.8,5.0,0.0,4.1,11.0,80.6,11.4,31,19.8,0.1,123,9,97.5,9.11,76.5,90.5,59.3,58.0,45.2,3.9,86.1,89.9,32.2,35.1,3.8,7.3,50.4,6.7
31,3,27830.0,10864,423.1,96.9,2735,-4.1,244.6,36.3,13.9,49.8,91.1,2.6,6.3,1.7,109,122,123.0,625.0,-502.0,-375.0,3.0,12.1,5.7,6.0,103.2,77.8,7.5,0.0,5.4,36.4,46.2,4.9,61,10.6,0.0,56,6,91.1,11.91,84.6,82.7,58.0,54.2,45.0,4.4,124.5,123.1,40.5,44.5,2.4,7.7,43.8,48.6
32,19,4033.0,546,135.6,99.3,1603,1.5,3080.2,9.5,19.8,70.7,27.2,11.5,61.3,10.5,98,98,29.0,485.0,-455.0,-73.0,1.2,65.5,2.0,2.5,0.1,22.5,4.8,0.3,5.0,23.6,127.2,43.0,65,22.1,1.0,2,17,94.0,9.81,53.7,84.6,74.0,70.1,30.2,6.9,106.9,112.8,98.3,87.7,25.2,18.1,81.6,54.3
33,14,181035.0,16005,90.7,95.3,18050,7.0,1158.7,28.2,29.4,42.3,42.4,19.6,38.0,0.3,175,177,13204.0,15313.0,-2109.0,-1657.0,1.6,20.7,2.6,2.7,0.3,29.9,5.7,0.2,1.9,20.3,133.0,19.0,255,54.3,0.4,178,17,100.0,3.97,75.6,87.0,69.6,65.5,31.3,7.1,116.2,117.1,0.0,0.0,11.8,14.3,88.1,30.5
34,8,475650.0,24054,50.9,100.2,28416,5.8,1217.3,22.7,28.3,49.1,61.8,8.7,29.5,4.6,155,160,2130.0,4899.0,-2768.0,-1173.0,2.7,54.4,3.6,5.0,544.9,67.5,4.1,0.0,3.0,31.1,71.8,20.7,775,40.3,0.3,408,14,94.8,2.31,71.1,81.2,57.7,55.1,42.7,4.8,110.7,123.5,53.5,62.6,15.2,19.7,61.8,26.8
35,10,9984670.0,36624,4.0,98.5,1552808,0.9,43205.6,1.8,28.6,69.6,2.1,19.5,78.4,7.1,109,109,388911.0,402954.0,-14043.0,-53083.0,1.0,81.8,1.2,1.6,155.8,4.7,10.4,2.5,5.3,26.3,81.9,88.5,122,38.2,15.1,19276,324,100.0,-99.0,60.7,69.9,83.8,79.7,16.0,23.5,101.1,100.1,110.0,109.8,0.0,0.0,100.0,99.0
36,8,622984.0,4659,7.5,97.3,1633,4.8,333.2,34.9,24.8,40.4,72.2,4.3,23.4,6.9,114,113,213.0,147.0,66.0,-99.0,0.4,40.0,2.6,5.1,470.5,93.5,4.2,0.0,1.2,8.6,20.4,4.6,60,35.6,0.1,19,5,89.6,32.25,71.9,84.6,51.0,47.8,43.2,5.5,79.8,107.3,11.8,23.0,1.5,4.1,43.6,7.2
37,8,1284000.0,14900,11.8,100.2,10009,6.6,713.0,25.4,39.0,35.6,76.6,2.0,21.4,5.8,146,151,1990.0,1371.0,619.0,-99.0,3.3,22.5,3.4,6.3,512.3,91.2,3.6,0.0,2.8,12.8,40.2,2.7,43,4.0,0.0,288,6,71.8,5.74,64.0,79.3,52.8,50.5,47.1,4.0,88.0,114.6,14.0,30.7,1.1,5.7,31.4,6.5
38,15,756102.0,18055,24.3,98.2,240796,2.3,13416.2,3.9,32.8,63.3,9.6,22.9,67.5,6.8,111,111,59884.0,58804.0,1080.0,-4761.0,0.9,89.5,1.1,1.8,3.7,7.4,7.8,0.0,4.9,15.8,129.5,64.3,197,23.4,4.7,540,85,99.7,0.02,50.7,74.7,81.3,76.2,20.3,16.0,100.0,103.3,101.3,100.0,94.4,83.0,100.0,90.9
39,4,30.0,623,20821.6,92.3,46178,-20.3,78586.4,-99.0,6.6,93.4,0.3,17.7,82.1,3.2,86,86,1257.0,8924.0,-7668.0,11557.0,2.3,100.0,1.8,1.2,0.0,3.0,-99.0,-99.0,2.0,-99.0,324.4,77.6,11,-99.0,2.2,2,62,-99.0,-99.0,65.6,76.4,86.2,80.3,13.3,16.1,99.7,101.1,95.9,97.0,86.3,65.2,-99.0,0.0
40,4,9600000.0,1409517,150.1,106.3,11158457,6.9,8109.1,9.2,41.1,49.7,27.0,23.9,49.1,4.6,132,133,2118981.0,1588696.0,530285.0,330602.0,0.5,55.6,3.0,1.6,301.7,11.6,5.5,1.5,-99.0,23.7,93.2,50.3,1080,22.0,7.5,101394,87,97.5,0.0,63.0,77.7,77.2,74.2,17.7,16.2,104.3,104.0,95.6,93.2,47.3,39.9,86.6,63.7
41,15,1141748.0,49066,44.2,96.8,292080,3.1,6056.1,6.8,34.0,59.2,13.5,16.6,69.9,10.5,114,115,31045.0,44831.0,-13786.0,-18922.0,1.0,76.4,1.7,1.9,7127.0,17.9,7.2,0.0,4.5,18.7,115.7,55.9,835,52.8,1.8,5380,31,96.8,0.47,58.0,79.8,77.4,70.2,23.5,11.6,111.6,115.4,101.5,94.8,59.9,51.5,85.2,67.9
42,3,2235.0,814,437.4,101.8,1079,4.8,1368.9,30.7,4.0,65.3,62.0,5.2,32.8,20.0,107,107,20.0,193.0,-173.0,0.0,2.4,28.3,2.7,4.6,0.0,58.1,6.7,0.0,4.3,6.1,54.8,7.5,114,20.1,0.2,3,6,92.6,12.05,35.7,79.5,64.5,61.2,39.8,4.9,99.5,106.8,62.4,58.4,8.0,9.8,48.3,30.9
43,8,342000.0,5261,15.4,100.1,8493,1.2,1838.1,4.7,70.0,25.3,40.7,25.8,33.5,11.5,106,106,2540.0,9793.0,-7253.0,0.0,2.6,65.4,3.2,4.9,54.9,46.5,5.2,0.0,0.0,7.4,111.7,7.6,134,65.4,0.7,648,24,95.8,1.05,67.1,72.6,64.1,61.0,42.3,5.2,114.8,107.0,50.6,58.4,8.3,11.1,20.0,5.6
44,1,51100.0,4906,96.1,100.1,52958,3.7,11015.0,5.1,21.5,73.4,11.6,19.1,69.3,8.6,127,129,9908.0,15322.0,-5414.0,-2493.0,1.1,76.8,2.7,1.9,10.1,9.3,9.3,1.2,7.2,35.1,150.7,59.8,340,53.4,1.6,110,44,99.6,0.22,46.9,76.5,81.7,76.7,21.6,13.6,109.5,110.1,125.6,120.7,60.9,46.6,95.2,92.3
45,18,56594.0,4189,74.9,93.1,48676,1.6,11479.4,4.1,26.6,69.3,9.2,26.8,64.0,11.7,91,91,13648.0,21830.0,-8182.0,2492.0,-0.4,59.0,0.1,1.5,15.5,3.9,7.8,3.1,4.6,19.9,103.8,69.8,176,34.3,4.0,182,79,99.6,0.0,46.3,58.4,80.4,73.6,14.7,26.8,98.1,97.8,100.6,95.9,79.8,58.8,97.8,95.8
46,0,109884.0,11485,107.9,100.1,87206,4.4,7656.6,5.0,20.5,74.5,12.9,11.7,75.3,3.0,100,101,18000.0,4911.0,13089.0,-99.0,0.2,77.1,0.1,1.7,0.4,5.5,11.1,7.5,0.0,48.9,29.6,31.1,339,30.2,3.0,212,47,96.4,0.0,42.1,68.3,81.3,77.1,16.0,20.1,94.9,100.1,102.7,98.2,43.0,30.1,94.4,89.1
47,20,9251.0,1180,127.7,100.2,19561,1.7,21941.9,2.3,10.6,87.2,4.1,16.7,79.2,10.3,80,80,1920.0,6604.0,-4684.0,-576.0,0.9,66.9,0.9,1.4,16.2,4.2,7.4,2.5,6.1,17.9,95.4,71.7,72,18.7,5.2,5,72,100.0,-99.0,57.8,70.4,82.2,77.7,16.8,18.5,99.3,99.3,99.4,100.1,69.4,51.1,100.0,100.0
48,5,78868.0,10618,137.5,96.7,185156,4.5,17561.7,2.5,37.8,59.7,2.5,37.0,60.5,3.9,102,102,161248.0,140316.0,20932.0,1683.0,0.1,73.0,0.3,1.5,6.0,2.5,7.4,3.7,4.1,20.0,129.2,81.3,53,34.5,9.2,1221,164,100.0,-99.0,51.3,67.8,81.2,75.1,15.4,25.6,99.9,99.6,106.1,105.1,76.3,54.2,99.1,99.2
49,4,120538.0,25491,211.7,95.7,16283,-1.1,648.0,21.6,46.2,32.2,58.9,19.3,21.8,4.3,104,103,1010.0,2757.0,-1748.0,-99.0,0.5,60.9,0.7,2.0,-99.0,18.5,-99.0,2.8,-99.0,16.3,12.9,0.0,78,42.8,1.6,871,20,99.9,-99.0,73.6,85.9,74.1,67.2,20.6,13.5,76.9,76.7,93.9,92.9,19.8,36.0,87.9,72.5
50,8,2344858.0,81340,35.9,99.6,37569,7.0,486.2,19.9,44.2,35.9,65.3,5.9,28.9,3.6,104,104,5103.0,5906.0,-803.0,-1546.0,3.3,42.5,4.0,6.4,2163.3,73.2,4.3,0.0,2.2,8.9,53.0,3.8,349,67.4,0.1,1179,16,81.1,8.01,70.4,71.8,59.5,56.7,46.3,4.7,101.8,112.0,33.3,53.6,4.2,9.1,28.5,28.7
51,11,42921.0,5734,135.1,99.0,301308,1.6,53149.3,1.2,22.9,75.8,2.4,19.2,78.4,6.0,105,105,94355.0,85133.0,9222.0,27582.0,0.5,87.7,0.6,1.7,48.2,3.5,10.8,3.6,8.6,37.4,128.3,96.3,47,14.4,5.9,666,119,100.0,-99.0,58.1,66.0,82.2,78.1,16.5,25.3,100.7,102.3,133.4,128.3,96.3,69.7,99.6,99.6
52,3,23200.0,957,41.3,100.7,1737,6.5,1956.3,3.3,21.4,75.3,22.8,23.9,53.2,6.6,133,133,134.0,987.0,-852.0,-548.0,1.7,77.3,1.6,3.1,19.9,55.3,10.6,0.2,0.0,10.8,34.7,11.9,98,0.2,0.8,3,13,97.4,0.0,36.5,68.5,63.2,60.0,31.1,6.4,60.9,68.6,43.5,52.9,4.0,5.9,59.8,5.1
53,0,750.0,74,98.6,103.0,512,-1.8,7051.1,15.4,13.2,71.5,0.0,0.0,0.0,0.0,110,111,23.0,214.0,-191.0,-72.0,0.5,69.5,0.8,0.0,-99.0,-99.0,5.5,0.0,-99.0,25.0,106.3,67.6,66,58.1,1.9,0,29,95.7,2.36,0.0,0.0,0.0,0.0,0.0,0.0,114.8,117.2,99.8,101.2,-99.0,0.0,0.0,0.0
54,0,48671.0,10767,222.8,99.2,67103,7.0,6373.6,6.6,28.0,65.4,13.1,16.9,70.0,14.4,136,138,3747.0,22725.0,-18978.0,-1335.0,1.2,79.0,2.6,2.5,1.3,25.1,4.4,1.5,0.0,26.8,82.6,51.9,184,40.4,2.1,28,28,85.4,0.43,52.3,78.6,76.4,70.2,29.3,10.2,98.7,108.1,81.7,74.1,65.0,35.4,86.2,75.7
55,15,257217.0,16625,66.9,99.9,100177,0.2,6205.1,10.1,34.1,55.8,25.7,19.2,55.1,5.8,118,119,16798.0,16189.0,609.0,-2201.0,1.6,63.7,1.9,2.6,133.1,21.1,9.2,1.7,5.0,41.6,79.4,48.9,2358,50.8,2.8,1247,42,93.4,0.31,49.1,79.9,78.4,72.8,28.4,10.5,107.9,107.4,109.2,105.3,45.3,34.6,87.0,80.7
56,9,1002000.0,97553,98.0,102.3,315917,4.2,3452.3,11.2,36.3,52.5,25.4,25.3,49.3,11.5,120,122,22507.0,58053.0,-35545.0,-16786.0,2.2,43.1,1.7,3.4,256.5,18.9,5.6,0.8,0.0,14.9,111.0,35.9,156,0.1,2.2,3509,36,100.0,0.78,23.1,76.2,73.0,68.7,33.5,7.9,103.8,104.1,85.9,86.3,35.6,36.9,96.8,93.1
57,1,21041.0,6378,307.8,88.5,25850,2.5,4219.4,10.8,25.8,63.3,18.6,20.2,61.2,6.4,111,117,5335.0,9855.0,-4519.0,-920.0,0.5,66.7,1.4,2.2,4.7,17.0,6.8,0.0,3.5,32.1,145.3,26.9,86,13.0,1.0,86,28,97.5,0.36,49.5,79.5,77.1,67.9,27.4,11.6,106.8,111.4,79.7,79.2,30.5,27.7,82.4,60.0
58,8,28052.0,1268,45.2,124.0,13812,-7.4,16344.1,1.2,73.1,25.7,18.8,18.0,63.2,7.7,117,118,7443.0,5456.0,1987.0,-99.0,4.2,39.9,3.1,5.0,-99.0,70.0,3.8,0.0,-99.0,24.0,66.7,21.3,177,56.3,6.5,841,87,72.5,0.15,71.5,91.8,58.4,55.5,37.2,4.4,78.2,80.0,0.0,0.0,0.0,0.0,79.9,71.0
59,3,117600.0,5069,50.2,100.4,4783,4.8,914.9,17.2,23.5,59.3,57.0,7.6,35.4,7.3,109,109,16.0,3325.0,-3310.0,-99.0,2.0,22.6,5.1,4.4,2.3,45.0,3.3,0.0,0.0,22.0,7.0,1.1,122,15.0,0.1,27,7,73.2,0.0,77.8,90.1,65.6,61.4,41.8,5.3,45.9,53.2,28.1,32.9,1.7,3.4,44.6,7.3
60,11,45227.0,1310,30.9,88.2,22460,1.4,17112.0,3.4,27.4,69.2,3.8,29.0,67.3,7.2,136,136,13952.0,15759.0,-1807.0,493.0,-0.3,67.5,-0.4,1.6,84.2,3.2,6.4,3.3,5.5,26.7,148.7,88.4,23,52.7,14.8,242,193,100.0,-99.0,55.4,69.4,81.2,71.8,16.4,25.9,98.5,98.3,114.7,115.6,84.8,55.4,97.5,96.6
61,3,1104300.0,104957,105.0,99.7,59917,9.6,602.8,40.5,16.0,43.5,70.5,8.4,21.1,5.7,158,157,1724.0,19121.0,-17397.0,0.0,2.6,19.5,4.9,4.6,745.7,45.8,4.9,0.0,4.5,38.8,42.8,11.6,148,12.5,0.1,1308,15,93.1,5.28,77.1,89.1,65.5,61.9,40.6,5.3,97.2,106.9,34.4,35.9,5.3,10.9,27.2,28.2
62,15,12173.0,3,0.2,110.5,-99,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.2,96,105,4.0,17.0,-13.0,-99.0,0.3,76.2,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,163.5,98.3,23,0.0,18.9,0,257,-99.0,-99.0,77.2,86.0,-99.0,0.0,16.4,15.7,-99.0,0.0,-99.0,0.0,-99.0,0.0,-99.0,0.0
